cantidad;valor_unitario;valor_total;costo;producto;subcategoria;categoria;punto_venta;ciudad;provincia;pais;region
5;1430.44;7152.2;7409.69;576Touring-1000 Blue, 60;Touring Bikes;Bikes;Rich Department Store;Lane Cove;New South Wales;Australia;Pacific
1;728.91;728.91;755.15;577Touring-2000 Blue, 46;Touring Bikes;Bikes;Rich Department Store;Lane Cove;New South Wales;Australia;Pacific
2;728.91;1457.82;1510.3;579Touring-2000 Blue, 54;Touring Bikes;Bikes;Rich Department Store;Lane Cove;New South Wales;Australia;Pacific
2;445.41;890.82;922.89;586Touring-3000 Blue, 50;Touring Bikes;Bikes;Rich Department Store;Lane Cove;New South Wales;Australia;Pacific
4;41.99;167.96;104.71;474Women's Mountain Shorts, S;Shorts;Clothing;Rental Gallery;Lavender Bay;New South Wales;Australia;Pacific
2;41.99;83.98;52.35;475Women's Mountain Shorts, M;Shorts;Clothing;Rental Gallery;Lavender Bay;New South Wales;Australia;Pacific
1;41.99;41.99;26.18;476Women's Mountain Shorts, L;Shorts;Clothing;Rental Gallery;Lavender Bay;New South Wales;Australia;Pacific
4;41.99;167.96;104.71;476Women's Mountain Shorts, L;Shorts;Clothing;Rental Gallery;Lavender Bay;New South Wales;Australia;Pacific
7;38.1;266.7;166.24;471Classic Vest, S;Vests;Clothing;Rental Gallery;Lavender Bay;New South Wales;Australia;Pacific
1;72.0;72.0;44.88;483Hitch Rack - 4-Bike;Bike Racks;Accessories;Rental Gallery;Lavender Bay;New South Wales;Australia;Pacific
5;32.39;161.95;207.86;491Short-Sleeve Classic Jersey, XL;Jerseys;Clothing;Rental Gallery;Lavender Bay;New South Wales;Australia;Pacific
2;809.76;1619.52;1478.08;298HL Mountain Frame - Black, 42;Mountain Frames;Components;Budget Toy Store;Lavender Bay;New South Wales;Australia;Pacific
2;1376.99;2753.98;2503.96;359Mountain-200 Black, 38;Mountain Bikes;Bikes;Budget Toy Store;Lavender Bay;New South Wales;Australia;Pacific
1;1376.99;1376.99;1251.98;361Mountain-200 Black, 42;Mountain Bikes;Bikes;Budget Toy Store;Lavender Bay;New South Wales;Australia;Pacific
6;41.99;251.94;157.06;474Women's Mountain Shorts, S;Shorts;Clothing;Budget Toy Store;Lavender Bay;New South Wales;Australia;Pacific
4;41.99;167.96;104.71;476Women's Mountain Shorts, L;Shorts;Clothing;Budget Toy Store;Lavender Bay;New South Wales;Australia;Pacific
1;149.87;149.87;136.79;531LL Mountain Frame - Black, 42;Mountain Frames;Components;Budget Toy Store;Lavender Bay;New South Wales;Australia;Pacific
1;149.87;149.87;136.79;532LL Mountain Frame - Black, 44;Mountain Frames;Components;Budget Toy Store;Lavender Bay;New South Wales;Australia;Pacific
3;242.99;728.97;539.45;558HL Crankset;Cranksets;Components;Budget Toy Store;Lavender Bay;New South Wales;Australia;Pacific
1;818.7;818.7;747.2;309HL Mountain Frame - Silver, 38;Mountain Frames;Components;Budget Toy Store;Lavender Bay;New South Wales;Australia;Pacific
2;1391.99;2783.98;2531.24;353Mountain-200 Silver, 38;Mountain Bikes;Bikes;Budget Toy Store;Lavender Bay;New South Wales;Australia;Pacific
1;26.72;26.72;19.78;398LL Mountain Handlebars;Handlebars;Components;Budget Toy Store;Lavender Bay;New South Wales;Australia;Pacific
5;37.15;185.75;137.46;400ML Mountain Handlebars;Handlebars;Components;Budget Toy Store;Lavender Bay;New South Wales;Australia;Pacific
2;218.45;436.9;398.75;511ML Mountain Frame-W - Silver, 40;Mountain Frames;Components;Budget Toy Store;Lavender Bay;New South Wales;Australia;Pacific
1;23.48;23.48;17.38;516ML Mountain Seat/Saddle;Saddles;Components;Budget Toy Store;Lavender Bay;New South Wales;Australia;Pacific
2;31.58;63.16;46.74;517HL Mountain Seat/Saddle;Saddles;Components;Budget Toy Store;Lavender Bay;New South Wales;Australia;Pacific
2;158.43;316.86;289.19;524LL Mountain Frame - Silver, 42;Mountain Frames;Components;Budget Toy Store;Lavender Bay;New South Wales;Australia;Pacific
4;158.43;633.72;578.38;527LL Mountain Frame - Silver, 52;Mountain Frames;Components;Budget Toy Store;Lavender Bay;New South Wales;Australia;Pacific
2;48.59;97.18;71.92;544HL Mountain Pedal;Pedals;Components;Budget Toy Store;Lavender Bay;New South Wales;Australia;Pacific
1;158.43;158.43;144.59;551LL Mountain Frame - Silver, 40;Mountain Frames;Components;Budget Toy Store;Lavender Bay;New South Wales;Australia;Pacific
3;54.89;164.67;121.86;552Front Derailleur;Derailleurs;Components;Budget Toy Store;Lavender Bay;New South Wales;Australia;Pacific
4;12.14;48.56;35.95;559Chain;Chains;Components;Budget Toy Store;Lavender Bay;New South Wales;Australia;Pacific
1;72.89;72.89;53.94;603HL Bottom Bracket;Bottom Brackets;Components;Budget Toy Store;Lavender Bay;New South Wales;Australia;Pacific
1;1391.99;1391.99;1265.62;353Mountain-200 Silver, 38;Mountain Bikes;Bikes;Global Sports Outlet;Lavender Bay;New South Wales;Australia;Pacific
2;602.35;1204.7;1203.49;496HL Touring Frame - Yellow, 54;Touring Frames;Components;Online Bike Catalog;Lavender Bay;New South Wales;Australia;Pacific
2;200.05;400.1;399.7;503LL Touring Frame - Blue, 54;Touring Frames;Components;Online Bike Catalog;Lavender Bay;New South Wales;Australia;Pacific
2;14.69;29.38;18.32;463Half-Finger Gloves, S;Gloves;Clothing;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
2;242.99;485.98;359.63;558HL Crankset;Cranksets;Components;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
3;242.99;728.97;539.45;558HL Crankset;Cranksets;Components;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
2;200.05;400.1;399.7;493LL Touring Frame - Yellow, 62;Touring Frames;Components;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
1;602.35;602.35;601.74;496HL Touring Frame - Yellow, 54;Touring Frames;Components;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
1;602.35;602.35;601.74;499HL Touring Frame - Blue, 54;Touring Frames;Components;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
1;72.88;72.88;53.93;501Rear Derailleur;Derailleurs;Components;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
1;200.05;200.05;199.85;502LL Touring Frame - Blue, 50;Touring Frames;Components;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
1;31.58;31.58;23.37;523HL Touring Seat/Saddle;Saddles;Components;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
1;54.89;54.89;40.62;552Front Derailleur;Derailleurs;Components;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
1;54.89;54.89;40.62;552Front Derailleur;Derailleurs;Components;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
1;54.94;54.94;40.66;554HL Touring Handlebars;Handlebars;Components;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
4;12.14;48.56;35.95;559Chain;Chains;Components;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
1;1430.44;1430.44;1481.94;561Touring-1000 Yellow, 46;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
4;1430.44;5721.76;5927.75;561Touring-1000 Yellow, 46;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
3;1430.44;4291.32;4445.81;562Touring-1000 Yellow, 50;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
1;1430.44;1430.44;1481.94;562Touring-1000 Yellow, 50;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
2;1430.44;2860.88;2963.88;563Touring-1000 Yellow, 54;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
1;1430.44;1430.44;1481.94;563Touring-1000 Yellow, 54;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
2;1430.44;2860.88;2963.88;564Touring-1000 Yellow, 60;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
2;1430.44;2860.88;2963.88;564Touring-1000 Yellow, 60;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
1;445.41;445.41;461.44;566Touring-3000 Blue, 58;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
2;445.41;890.82;922.89;566Touring-3000 Blue, 58;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
3;445.41;1336.23;1384.33;567Touring-3000 Blue, 62;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
1;445.41;445.41;461.44;567Touring-3000 Blue, 62;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
1;445.41;445.41;461.44;568Touring-3000 Yellow, 44;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
2;445.41;890.82;922.89;568Touring-3000 Yellow, 44;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
2;445.41;890.82;922.89;569Touring-3000 Yellow, 50;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
2;445.41;890.82;922.89;569Touring-3000 Yellow, 50;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
3;445.41;1336.23;1384.33;570Touring-3000 Yellow, 54;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
2;445.41;890.82;922.89;570Touring-3000 Yellow, 54;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
2;445.41;890.82;922.89;571Touring-3000 Yellow, 58;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
1;445.41;445.41;461.44;571Touring-3000 Yellow, 58;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
1;445.41;445.41;461.44;572Touring-3000 Yellow, 62;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
2;1430.44;2860.88;2963.88;573Touring-1000 Blue, 46;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
1;1430.44;1430.44;1481.94;574Touring-1000 Blue, 50;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
3;1430.44;4291.32;4445.81;574Touring-1000 Blue, 50;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
1;1430.44;1430.44;1481.94;575Touring-1000 Blue, 54;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
2;1430.44;2860.88;2963.88;575Touring-1000 Blue, 54;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
4;1430.44;5721.76;5927.75;576Touring-1000 Blue, 60;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
1;1430.44;1430.44;1481.94;576Touring-1000 Blue, 60;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
1;728.91;728.91;755.15;577Touring-2000 Blue, 46;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
1;728.91;728.91;755.15;577Touring-2000 Blue, 46;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
2;728.91;1457.82;1510.3;578Touring-2000 Blue, 50;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
2;728.91;1457.82;1510.3;578Touring-2000 Blue, 50;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
1;445.41;445.41;461.44;585Touring-3000 Blue, 44;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
1;445.41;445.41;461.44;586Touring-3000 Blue, 50;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
1;445.41;445.41;461.44;586Touring-3000 Blue, 50;Touring Bikes;Bikes;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
1;32.39;32.39;23.97;601LL Bottom Bracket;Bottom Brackets;Components;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
3;72.89;218.67;161.82;603HL Bottom Bracket;Bottom Brackets;Components;Helmets and Cycles;Lavender Bay;New South Wales;Australia;Pacific
1;1466.01;1466.01;1554.95;376Road-250 Black, 48;Road Bikes;Bikes;Second Bike Shop;Matraville;New South Wales;Australia;Pacific
1;445.41;445.41;461.44;565Touring-3000 Blue, 54;Touring Bikes;Bikes;Eastward Bike Accessories;Matraville;New South Wales;Australia;Pacific
2;20.99;41.98;26.17;222Sport-100 Helmet, Blue;Helmets;Accessories;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
1;29.99;29.99;38.49;237Long-Sleeve Logo Jersey, XL;Jerseys;Clothing;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
3;1.37;4.11;2.57;480Patch Kit/8 Patches;Tires and Tubes;Accessories;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
2;602.35;1204.7;1203.49;492HL Touring Frame - Yellow, 60;Touring Frames;Components;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
1;602.35;602.35;601.74;492HL Touring Frame - Yellow, 60;Touring Frames;Components;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
2;200.05;400.1;399.7;493LL Touring Frame - Yellow, 62;Touring Frames;Components;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
3;200.05;600.15;599.56;493LL Touring Frame - Yellow, 62;Touring Frames;Components;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
2;602.35;1204.7;1203.49;494HL Touring Frame - Yellow, 46;Touring Frames;Components;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
3;602.35;1807.05;1805.23;495HL Touring Frame - Yellow, 50;Touring Frames;Components;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
2;602.35;1204.7;1203.49;497HL Touring Frame - Blue, 46;Touring Frames;Components;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
1;602.35;602.35;601.74;498HL Touring Frame - Blue, 50;Touring Frames;Components;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
5;602.35;3011.75;3008.72;499HL Touring Frame - Blue, 54;Touring Frames;Components;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
2;602.35;1204.7;1203.49;500HL Touring Frame - Blue, 60;Touring Frames;Components;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
1;200.05;200.05;199.85;502LL Touring Frame - Blue, 50;Touring Frames;Components;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
1;200.05;200.05;199.85;502LL Touring Frame - Blue, 50;Touring Frames;Components;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
1;200.05;200.05;199.85;503LL Touring Frame - Blue, 54;Touring Frames;Components;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
2;200.05;400.1;399.7;503LL Touring Frame - Blue, 54;Touring Frames;Components;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
2;200.05;400.1;399.7;506LL Touring Frame - Yellow, 44;Touring Frames;Components;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
1;200.05;200.05;199.85;506LL Touring Frame - Yellow, 44;Touring Frames;Components;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
2;200.05;400.1;399.7;507LL Touring Frame - Yellow, 50;Touring Frames;Components;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
1;23.48;23.48;17.38;522ML Touring Seat/Saddle;Saddles;Components;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
1;31.58;31.58;23.37;523HL Touring Seat/Saddle;Saddles;Components;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
1;54.94;54.94;40.66;554HL Touring Handlebars;Handlebars;Components;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
1;728.91;728.91;755.15;560Touring-2000 Blue, 60;Touring Bikes;Bikes;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
2;728.91;1457.82;1510.3;560Touring-2000 Blue, 60;Touring Bikes;Bikes;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
3;1430.44;4291.32;4445.81;561Touring-1000 Yellow, 46;Touring Bikes;Bikes;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
1;1430.44;1430.44;1481.94;562Touring-1000 Yellow, 50;Touring Bikes;Bikes;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
6;1430.44;8582.64;8891.63;564Touring-1000 Yellow, 60;Touring Bikes;Bikes;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
5;1430.44;7152.2;7409.69;564Touring-1000 Yellow, 60;Touring Bikes;Bikes;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
2;445.41;890.82;922.89;565Touring-3000 Blue, 54;Touring Bikes;Bikes;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
2;445.41;890.82;922.89;565Touring-3000 Blue, 54;Touring Bikes;Bikes;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
3;445.41;1336.23;1384.33;566Touring-3000 Blue, 58;Touring Bikes;Bikes;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
2;445.41;890.82;922.89;566Touring-3000 Blue, 58;Touring Bikes;Bikes;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
2;445.41;890.82;922.89;568Touring-3000 Yellow, 44;Touring Bikes;Bikes;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
1;445.41;445.41;461.44;569Touring-3000 Yellow, 50;Touring Bikes;Bikes;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
1;445.41;445.41;461.44;570Touring-3000 Yellow, 54;Touring Bikes;Bikes;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
3;445.41;1336.23;1384.33;572Touring-3000 Yellow, 62;Touring Bikes;Bikes;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
1;1430.44;1430.44;1481.94;573Touring-1000 Blue, 46;Touring Bikes;Bikes;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
2;1430.44;2860.88;2963.88;573Touring-1000 Blue, 46;Touring Bikes;Bikes;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
3;1430.44;4291.32;4445.81;574Touring-1000 Blue, 50;Touring Bikes;Bikes;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
1;728.91;728.91;755.15;577Touring-2000 Blue, 46;Touring Bikes;Bikes;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
1;445.41;445.41;461.44;586Touring-3000 Blue, 50;Touring Bikes;Bikes;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
2;445.41;890.82;922.89;586Touring-3000 Blue, 50;Touring Bikes;Bikes;Gears and Parts Company;Milsons Point;New South Wales;Australia;Pacific
1;20.99;20.99;13.09;217Sport-100 Helmet, Black;Helmets;Accessories;Popular Bike Lines;Newcastle;New South Wales;Australia;Pacific
4;242.99;971.96;719.26;558HL Crankset;Cranksets;Components;Popular Bike Lines;Newcastle;New South Wales;Australia;Pacific
7;5.39;37.73;48.46;225AWC Logo Cap;Caps;Clothing;Popular Bike Lines;Newcastle;New South Wales;Australia;Pacific
8;29.99;239.92;307.94;234Long-Sleeve Logo Jersey, L;Jerseys;Clothing;Popular Bike Lines;Newcastle;New South Wales;Australia;Pacific
7;38.1;266.7;166.24;471Classic Vest, S;Vests;Clothing;Popular Bike Lines;Newcastle;New South Wales;Australia;Pacific
3;2.99;8.97;5.6;477Water Bottle - 30 oz.;Bottles and Cages;Accessories;Popular Bike Lines;Newcastle;New South Wales;Australia;Pacific
7;72.0;504.0;314.16;483Hitch Rack - 4-Bike;Bike Racks;Accessories;Popular Bike Lines;Newcastle;New South Wales;Australia;Pacific
2;4.77;9.54;5.95;484Bike Wash - Dissolver;Cleaners;Accessories;Popular Bike Lines;Newcastle;New South Wales;Australia;Pacific
6;32.39;194.34;249.43;490Short-Sleeve Classic Jersey, L;Jerseys;Clothing;Popular Bike Lines;Newcastle;New South Wales;Australia;Pacific
8;32.39;259.12;332.58;491Short-Sleeve Classic Jersey, XL;Jerseys;Clothing;Popular Bike Lines;Newcastle;New South Wales;Australia;Pacific
3;54.89;164.67;121.86;552Front Derailleur;Derailleurs;Components;Popular Bike Lines;Newcastle;New South Wales;Australia;Pacific
1;63.9;63.9;47.29;555Front Brakes;Brakes;Components;Popular Bike Lines;Newcastle;New South Wales;Australia;Pacific
1;12.14;12.14;8.99;559Chain;Chains;Components;Popular Bike Lines;Newcastle;New South Wales;Australia;Pacific
3;728.91;2186.73;2265.45;560Touring-2000 Blue, 60;Touring Bikes;Bikes;Popular Bike Lines;Newcastle;New South Wales;Australia;Pacific
2;1430.44;2860.88;2963.88;563Touring-1000 Yellow, 54;Touring Bikes;Bikes;Popular Bike Lines;Newcastle;New South Wales;Australia;Pacific
1;1430.44;1430.44;1481.94;564Touring-1000 Yellow, 60;Touring Bikes;Bikes;Popular Bike Lines;Newcastle;New South Wales;Australia;Pacific
2;445.41;890.82;922.89;565Touring-3000 Blue, 54;Touring Bikes;Bikes;Popular Bike Lines;Newcastle;New South Wales;Australia;Pacific
1;445.41;445.41;461.44;567Touring-3000 Blue, 62;Touring Bikes;Bikes;Popular Bike Lines;Newcastle;New South Wales;Australia;Pacific
1;445.41;445.41;461.44;570Touring-3000 Yellow, 54;Touring Bikes;Bikes;Popular Bike Lines;Newcastle;New South Wales;Australia;Pacific
1;445.41;445.41;461.44;572Touring-3000 Yellow, 62;Touring Bikes;Bikes;Popular Bike Lines;Newcastle;New South Wales;Australia;Pacific
1;1430.44;1430.44;1481.94;573Touring-1000 Blue, 46;Touring Bikes;Bikes;Popular Bike Lines;Newcastle;New South Wales;Australia;Pacific
1;1430.44;1430.44;1481.94;574Touring-1000 Blue, 50;Touring Bikes;Bikes;Popular Bike Lines;Newcastle;New South Wales;Australia;Pacific
1;1430.44;1430.44;1481.94;575Touring-1000 Blue, 54;Touring Bikes;Bikes;Popular Bike Lines;Newcastle;New South Wales;Australia;Pacific
2;1430.44;2860.88;2963.88;576Touring-1000 Blue, 60;Touring Bikes;Bikes;Popular Bike Lines;Newcastle;New South Wales;Australia;Pacific
3;728.91;2186.73;2265.45;577Touring-2000 Blue, 46;Touring Bikes;Bikes;Popular Bike Lines;Newcastle;New South Wales;Australia;Pacific
1;728.91;728.91;755.15;578Touring-2000 Blue, 50;Touring Bikes;Bikes;Popular Bike Lines;Newcastle;New South Wales;Australia;Pacific
2;728.91;1457.82;1510.3;579Touring-2000 Blue, 54;Touring Bikes;Bikes;Popular Bike Lines;Newcastle;New South Wales;Australia;Pacific
2;445.41;890.82;922.89;585Touring-3000 Blue, 44;Touring Bikes;Bikes;Popular Bike Lines;Newcastle;New South Wales;Australia;Pacific
2;445.41;890.82;922.89;586Touring-3000 Blue, 50;Touring Bikes;Bikes;Popular Bike Lines;Newcastle;New South Wales;Australia;Pacific
2;72.89;145.78;107.88;603HL Bottom Bracket;Bottom Brackets;Components;Popular Bike Lines;Newcastle;New South Wales;Australia;Pacific
1;38.1;38.1;23.75;471Classic Vest, S;Vests;Clothing;Uncompromising Quality Co;North Ryde;New South Wales;Australia;Pacific
2;1430.44;2860.88;2963.88;564Touring-1000 Yellow, 60;Touring Bikes;Bikes;Uncompromising Quality Co;North Ryde;New South Wales;Australia;Pacific
1;1430.44;1430.44;1481.94;576Touring-1000 Blue, 60;Touring Bikes;Bikes;Uncompromising Quality Co;North Ryde;New South Wales;Australia;Pacific
1;1430.44;1430.44;1481.94;576Touring-1000 Blue, 60;Touring Bikes;Bikes;Uncompromising Quality Co;North Ryde;New South Wales;Australia;Pacific
2;728.91;1457.82;1510.3;579Touring-2000 Blue, 54;Touring Bikes;Bikes;Uncompromising Quality Co;North Ryde;New South Wales;Australia;Pacific
1;728.91;728.91;755.15;579Touring-2000 Blue, 54;Touring Bikes;Bikes;Uncompromising Quality Co;North Ryde;New South Wales;Australia;Pacific
5;5.39;26.95;34.61;225AWC Logo Cap;Caps;Clothing;First Supplies;North Ryde;New South Wales;Australia;Pacific
5;29.99;149.95;192.46;234Long-Sleeve Logo Jersey, L;Jerseys;Clothing;First Supplies;North Ryde;New South Wales;Australia;Pacific
5;38.1;190.5;118.75;471Classic Vest, S;Vests;Clothing;First Supplies;North Ryde;New South Wales;Australia;Pacific
5;32.39;161.95;207.86;490Short-Sleeve Classic Jersey, L;Jerseys;Clothing;First Supplies;North Ryde;New South Wales;Australia;Pacific
2;54.89;109.78;81.24;552Front Derailleur;Derailleurs;Components;First Supplies;North Ryde;New South Wales;Australia;Pacific
2;63.9;127.8;94.57;555Front Brakes;Brakes;Components;First Supplies;North Ryde;New South Wales;Australia;Pacific
2;728.91;1457.82;1510.3;560Touring-2000 Blue, 60;Touring Bikes;Bikes;First Supplies;North Ryde;New South Wales;Australia;Pacific
2;1430.44;2860.88;2963.88;561Touring-1000 Yellow, 46;Touring Bikes;Bikes;First Supplies;North Ryde;New South Wales;Australia;Pacific
2;445.41;890.82;922.89;568Touring-3000 Yellow, 44;Touring Bikes;Bikes;First Supplies;North Ryde;New South Wales;Australia;Pacific
1;445.41;445.41;461.44;568Touring-3000 Yellow, 44;Touring Bikes;Bikes;First Supplies;North Ryde;New South Wales;Australia;Pacific
2;445.41;890.82;922.89;572Touring-3000 Yellow, 62;Touring Bikes;Bikes;First Supplies;North Ryde;New South Wales;Australia;Pacific
1;445.41;445.41;461.44;572Touring-3000 Yellow, 62;Touring Bikes;Bikes;First Supplies;North Ryde;New South Wales;Australia;Pacific
4;1430.44;5721.76;5927.75;573Touring-1000 Blue, 46;Touring Bikes;Bikes;First Supplies;North Ryde;New South Wales;Australia;Pacific
1;1430.44;1430.44;1481.94;573Touring-1000 Blue, 46;Touring Bikes;Bikes;First Supplies;North Ryde;New South Wales;Australia;Pacific
1;1430.44;1430.44;1481.94;576Touring-1000 Blue, 60;Touring Bikes;Bikes;First Supplies;North Ryde;New South Wales;Australia;Pacific
2;728.91;1457.82;1510.3;579Touring-2000 Blue, 54;Touring Bikes;Bikes;First Supplies;North Ryde;New South Wales;Australia;Pacific
1;445.41;445.41;461.44;586Touring-3000 Blue, 50;Touring Bikes;Bikes;First Supplies;North Ryde;New South Wales;Australia;Pacific
1;445.41;445.41;461.44;586Touring-3000 Blue, 50;Touring Bikes;Bikes;First Supplies;North Ryde;New South Wales;Australia;Pacific
3;1376.99;4130.97;3755.94;359Mountain-200 Black, 38;Mountain Bikes;Bikes;Inexpensive Parts Shop;North Sydney;New South Wales;Australia;Pacific
1;41.99;41.99;26.18;475Women's Mountain Shorts, M;Shorts;Clothing;Inexpensive Parts Shop;North Sydney;New South Wales;Australia;Pacific
2;41.99;83.98;52.35;476Women's Mountain Shorts, L;Shorts;Clothing;Inexpensive Parts Shop;North Sydney;New South Wales;Australia;Pacific
1;1376.99;1376.99;1251.98;363Mountain-200 Black, 46;Mountain Bikes;Bikes;Kids and Adults Cycle Shop;North Sydney;New South Wales;Australia;Pacific
2;218.45;436.9;398.75;511ML Mountain Frame-W - Silver, 40;Mountain Frames;Components;Kids and Adults Cycle Shop;North Sydney;New South Wales;Australia;Pacific
